20160202|238452359|238452359|4LALAM701223A2|128789467|KURTZEMANN MELANIA||KURTZEMANN MELANIA|KURTZEMANN MELANIA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|422180|LA BANQUE POSTALE - SAINT ETIENNE GRAND POSTE|238|SOLESIO VIE|IN_FORCE|5.5|FR|EUR|Benef Clause|20070702|20070611|20070702||80||5815.02|11060||20181031|11060|5733.96|3000|1060|||||||||EUR
20160202|500283686|500283686|4VALLE410913B2|128789754|DAYEM YOUSSOUF||DAYEM YOUSSOUF|DAYEM YOUSSOUF|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|070780|LA BANQUE POSTALE - DAVEZIEUX|500|VIVACCIO|IN_FORCE|8|FR|EUR|Benef Clause|20110405|20100503|20100503||14000||18458.33|17700||20181031|17700|1500|1500|1350|||||||||EUR
20160202|965262654|965262654|4POTIN490715A2|128791134|ORNE NELYAH||ORNE NELYAH|ORNE NELYAH|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|931770|LA BANQUE POSTALE - NOISY LE GRAND BP 1|965|GMO|IN_FORCE|8|FR|EUR|Benef Clause|20001005|20000629|20001004||762.25||391750.29|382042.3||20181031|382042.3|4341.3|138000|138850.88|||||||||EUR
20160202|625280393|625280393|4FAUDO430428A2|128791759|LOGUE IOANA||LOGUE IOANA|LOGUE IOANA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|130310|LA BANQUE POSTALE - LA DESTROUSSE BP|625|VIVACCIO|IN_FORCE||FR|EUR|Benef Clause|20090226|20060712|20060731||22514.93||12810.73|39164.93||20181031|39164.93|32000|4000|4300.28|||||||||EUR
20160202|625865701|625865701|4AURES721003A2|128792865|BUSHARD SIFEDINE||BUSHARD SIFEDINE|BUSHARD SIFEDINE|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|350510|LA BANQUE POSTALE - CESSON SEVIGNE|625|VIVACCIO|IN_FORCE||FR|EUR|Benef Clause|20080702|20080621|20080702||75||23160.23|35375||20181031|35375|20200|8000|8493.99|||||||||EUR
20160202|343835296|343835296|4AMELI590130A2|128793742|ENAMA RIMEN||ENAMA RIMEN|ENAMA RIMEN|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|852220|LA BANQUE POSTALE - SAINT GILLES CROIX DE VIE|343|POSTE AVENIR|IN_FORCE||FR|EUR|Benef Clause|19950325|19950315|19950324||762.24||12698.44|18004.24||20181031|18004.24|7280.39|5286.74|4716.09|||||||||EUR
20160202|445009957|445009957|4HERGU500710A2|128794561|HOUDEMON MARFA||HOUDEMON MARFA|HOUDEMON MARFA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|549220|LA BANQUE POSTALE - NANCY PLACE DE LA COMMANDERIE|445|ASCENDO|IN_FORCE|8.0|FR|EUR|Benef Clause|20040206|19980108|19980403||76224.51||74970.39|91469.42||20181031|91469.42|72977.16|88500|42022.35|||||||||EUR
20160202|969897361|969897361|4DAOUD511104A2|128795361|BYWATERS LOLAN||BYWATERS LOLAN|BYWATERS LOLAN|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|920750|LA BANQUE POSTALE - VANVES HOTEL DE VILLE|969|GMO|IN_FORCE|10.6|FR|EUR|Benef Clause|19990802|19990724|19990802||4649.7||20276.5|22658.09||20181031|22658.09|11400|16860|12777.59|||||||||EUR
20160202|969516869|969516869|4BEAUC530131A2|128795744|DOUTRIAUX CAMILA||DOUTRIAUX CAMILA|DOUTRIAUX CAMILA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|551660|LA BANQUE POSTALE - DUGNY SUR MEUSE BP|969|GMO|IN_FORCE|11.7|FR|EUR|Benef Clause|19980808|19980727|19980807||3048.98||7511.15|14208.66||20181031|14208.66|7237|2000|698|||||||||EUR
20160202|977543686|977543686|4DELAD360711A2|128795945|GRANIER MANDELA||GRANIER MANDELA|GRANIER MANDELA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|580880|LA BANQUE POSTALE - COULANGES LES NEVERS BP|977|GMO|IN_FORCE|12|FR|EUR|Benef Clause|20060919|20050203|20050222||100||17077.41|34703.23||20181031|34703.23|22503.51|7500|8121.77|||||||||EUR
20160202|965870412|965870412|4LEGRO580306A2|128796355|VALIQUETTE BOLESLAV||VALIQUETTE BOLESLAV|VALIQUETTE BOLESLAV|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|623130|LA BANQUE POSTALE - ESTREE BLANCHE BP|965|GMO|IN_FORCE||FR|EUR|Benef Clause|20021018|20021002|20021018||16610.04||20088.63|17710.04||20181031|17710.04|5000|7000|7993.38|||||||||EUR
20160202|969011984|969011984|4DESTR350603A2|128797021|FRIEDL ARETHUSA||FRIEDL ARETHUSA|FRIEDL ARETHUSA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|604140|LA BANQUE POSTALE - MONTATAIRE|969|GMO|IN_FORCE||FR|EUR|Benef Clause|19960920|19960911|19960919||80.03||3234.04|11991.05||20181031|11991.05|13100|8500|9407.52|||||||||EUR
20160202|445014193|445014193|4COLOM340110A2|128797816|VOLZ GEROLT||VOLZ GEROLT|VOLZ GEROLT|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|311570|LA BANQUE POSTALE - CUGNAUX|445|ASCENDO|IN_FORCE||FR|EUR|Benef Clause|20100518|19980723|19980805||76224.5||162695.39|183621.23||20181031|183621.23|78800|92200|107206.55|||||||||EUR
20160202|343939349|343939349|4DELAY270127A2|128799142|MONTE LEXUS||MONTE LEXUS|MONTE LEXUS|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|756370|LA BANQUE POSTALE - PARIS MONCEAU|343|POSTE AVENIR|IN_FORCE||FR|EUR|Benef Clause|19951006|19950919|19951005||639.22||11630.42|25080.97||20181031|25080.97|20385.45|20000|319.84|||||||||EUR
20160202|965816142|965816142|4MOURA421210A2|128800315|MOMENI RAFAëLE||MOMENI RAFAëLE|MOMENI RAFAëLE|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|441290|LA BANQUE POSTALE - PONTCHATEAU|965|GMO|IN_FORCE||FR|EUR|Benef Clause|20020725|20020709|20020725||800||6220.84|6935||20181031|6935|1900|1500|1900|||||||||EUR
20160202|445141103|445141103|4PREVO381009A2|128801644|DUBOURGUAIS JALO||DUBOURGUAIS JALO|DUBOURGUAIS JALO|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|562600|LA BANQUE POSTALE - VANNES RP|445|ASCENDO|IN_FORCE||FR|EUR|Benef Clause|20070824|20070824|20070824||7500||73207.93|519363.82||20181031|519363.82|547094.02|334000|321997.31|||||||||EUR
20160202|969603651|969603651|4FEVRE430509A2|128801854|DELPY MAELLA||DELPY MAELLA|DELPY MAELLA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|173940|LA BANQUE POSTALE - SAINT SATURNIN DU BOIS AP|969|GMO|IN_FORCE||FR|EUR|Benef Clause|19981111|19981102|19981110||4573.47||14709.58|46785.68||20181031|46785.68|43000|3000|3126.35|||||||||EUR
20160202|343233641|343233641|4ALY**661013A2|128801876|PHARAMOND GREGER||PHARAMOND GREGER|PHARAMOND GREGER|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|974540|LA BANQUE POSTALE - STE CLOTILDE|343|POSTE AVENIR|IN_FORCE||FR|EUR|Benef Clause|19970422|19930402|19930428||6097.95||17067.67|30523.22||20181031|30523.22|21297.96|31968.84|34007.26|||||||||EUR
20160202|977173712|977173712|4DOMIN370304A2|128802515|REINHART IONY||REINHART IONY|REINHART IONY|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|200360|LA BANQUE POSTALE - AJACCIO FRANCHINI BP|977|GMO|IN_FORCE||FR|EUR|Benef Clause|20031001|20030930|20031001||7500||10146.47|51475||20181031|51475|47970.46|4000|4005.75|||||||||EUR
20160202|977134831|977134831|4AUGUS590519A2|128802879|SUMNER SHAHYNA||SUMNER SHAHYNA|SUMNER SHAHYNA|ITM-UID-004|ITM-UID-004|LA BANQUE POSTALE|973020|LA BANQUE POSTALE - CAYENNE BADUEL|977|GMO|IN_FORCE||FR|EUR|Benef Clause|20030811|20030728|20030811||100||10199.6|17000||20181031|17000|7590|3500|2750|||||||||EUR
20190606|POLI-CH-00040429-01|POLI-CH-00040429-01|POLI-CH-00040429-01|CUST-CH-00040429|CUST-CH-00040429|YESLAM BINLADIN||YESLAM BINLADIN|YESLAM BINLADIN||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00040429-02|POLI-CH-00040429-02|POLI-CH-00040429-02|CUST-CH-00040429|CUST-CH-00040429|YESLAM BINLADIN||YESLAM BINLADIN|YESLAM BINLADIN||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385401-01|POLI-CH-00385401-01|POLI-CH-00385401-01|CUST-CH-00385401|CUST-CH-00385401|KÄTHI BANGERTER||KÄTHI BANGERTER|KÄTHI BANGERTER||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385401-02|POLI-CH-00385401-02|POLI-CH-00385401-02|CUST-CH-00385401|CUST-CH-00385401|KÄTHI BANGERTER||KÄTHI BANGERTER|KÄTHI BANGERTER||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385401-03|POLI-CH-00385401-03|POLI-CH-00385401-03|CUST-CH-00385401|CUST-CH-00385401|KÄTHI BANGERTER||KÄTHI BANGERTER|KÄTHI BANGERTER||||||LEBEN||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385402-01|POLI-CH-00385402-01|POLI-CH-00385402-01|CUST-CH-00385402|CUST-CH-00385402|J. ALEXANDER BAUMANN||J. ALEXANDER BAUMANN|J. ALEXANDER BAUMANN||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385402-02|POLI-CH-00385402-02|POLI-CH-00385402-02|CUST-CH-00385402|CUST-CH-00385402|J. ALEXANDER BAUMANN||J. ALEXANDER BAUMANN|J. ALEXANDER BAUMANN||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385402-03|POLI-CH-00385402-03|POLI-CH-00385402-03|CUST-CH-00385402|CUST-CH-00385402|J. ALEXANDER BAUMANN||J. ALEXANDER BAUMANN|J. ALEXANDER BAUMANN||||||LEBEN||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385403-01|POLI-CH-00385403-01|POLI-CH-00385403-01|CUST-CH-00385403|CUST-CH-00385403|RUEDI BAUMANN||RUEDI BAUMANN|RUEDI BAUMANN||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385403-02|POLI-CH-00385403-02|POLI-CH-00385403-02|CUST-CH-00385403|CUST-CH-00385403|RUEDI BAUMANN||RUEDI BAUMANN|RUEDI BAUMANN||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385403-03|POLI-CH-00385403-03|POLI-CH-00385403-03|CUST-CH-00385403|CUST-CH-00385403|RUEDI BAUMANN||RUEDI BAUMANN|RUEDI BAUMANN||||||LEBEN||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385405-01|POLI-CH-00385405-01|POLI-CH-00385405-01|CUST-CH-00385405|CUST-CH-00385405|SERGE BECK||SERGE BECK|SERGE BECK||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385405-02|POLI-CH-00385405-02|POLI-CH-00385405-02|CUST-CH-00385405|CUST-CH-00385405|SERGE BECK||SERGE BECK|SERGE BECK||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385405-03|POLI-CH-00385405-03|POLI-CH-00385405-03|CUST-CH-00385405|CUST-CH-00385405|SERGE BECK||SERGE BECK|SERGE BECK||||||UNFALL||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385406-01|POLI-CH-00385406-01|POLI-CH-00385406-01|CUST-CH-00385406|CUST-CH-00385406|DIDIER BERBERAT||DIDIER BERBERAT|DIDIER BERBERAT||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385406-02|POLI-CH-00385406-02|POLI-CH-00385406-02|CUST-CH-00385406|CUST-CH-00385406|DIDIER BERBERAT||DIDIER BERBERAT|DIDIER BERBERAT||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385406-03|POLI-CH-00385406-03|POLI-CH-00385406-03|CUST-CH-00385406|CUST-CH-00385406|DIDIER BERBERAT||DIDIER BERBERAT|DIDIER BERBERAT||||||UNFALL||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385407-01|POLI-CH-00385407-01|POLI-CH-00385407-01|CUST-CH-00385407|CUST-CH-00385407|MADELEINE BERNASCONI||MADELEINE BERNASCONI|MADELEINE BERNASCONI||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385407-02|POLI-CH-00385407-02|POLI-CH-00385407-02|CUST-CH-00385407|CUST-CH-00385407|MADELEINE BERNASCONI||MADELEINE BERNASCONI|MADELEINE BERNASCONI||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385407-03|POLI-CH-00385407-03|POLI-CH-00385407-03|CUST-CH-00385407|CUST-CH-00385407|MADELEINE BERNASCONI||MADELEINE BERNASCONI|MADELEINE BERNASCONI||||||UNFALL||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385408-01|POLI-CH-00385408-01|POLI-CH-00385408-01|CUST-CH-00385408|CUST-CH-00385408|DURI BEZZOLA||DURI BEZZOLA|DURI BEZZOLA||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385408-02|POLI-CH-00385408-02|POLI-CH-00385408-02|CUST-CH-00385408|CUST-CH-00385408|DURI BEZZOLA||DURI BEZZOLA|DURI BEZZOLA||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385408-03|POLI-CH-00385408-03|POLI-CH-00385408-03|CUST-CH-00385408|CUST-CH-00385408|DURI BEZZOLA||DURI BEZZOLA|DURI BEZZOLA||||||UNFALL||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385409-01|POLI-CH-00385409-01|POLI-CH-00385409-01|CUST-CH-00385409|CUST-CH-00385409|ELMAR BIGGER||ELMAR BIGGER|ELMAR BIGGER||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385409-02|POLI-CH-00385409-02|POLI-CH-00385409-02|CUST-CH-00385409|CUST-CH-00385409|ELMAR BIGGER||ELMAR BIGGER|ELMAR BIGGER||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385409-03|POLI-CH-00385409-03|POLI-CH-00385409-03|CUST-CH-00385409|CUST-CH-00385409|ELMAR BIGGER||ELMAR BIGGER|ELMAR BIGGER||||||UNFALL||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385410-01|POLI-CH-00385410-01|POLI-CH-00385410-01|CUST-CH-00385410|CUST-CH-00385410|GIULIANO BIGNASCA||GIULIANO BIGNASCA|GIULIANO BIGNASCA||||||GEBAEUDE||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385410-02|POLI-CH-00385410-02|POLI-CH-00385410-02|CUST-CH-00385410|CUST-CH-00385410|GIULIANO BIGNASCA||GIULIANO BIGNASCA|GIULIANO BIGNASCA||||||AUTO (CH)||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
20190606|POLI-CH-00385410-03|POLI-CH-00385410-03|POLI-CH-00385410-03|CUST-CH-00385410|CUST-CH-00385410|GIULIANO BIGNASCA||GIULIANO BIGNASCA|GIULIANO BIGNASCA||||||LEBEN||IN_FORCE||||||20190606|20190606||||||||||||||||||||CH
